1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,1.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,1.0
43,0.0
44,0.0
45,0.0
46,0.0
47,1.0
48,0.0
49,0.0
50,1.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,2.0
57,0.0
58,2.0
59,1.0
60,0.0
61,1.0
62,2.0
63,2.0
64,1.0
65,2.0
66,3.0
67,2.0
68,2.0
69,3.0
70,3.0
71,1.0
72,3.0
73,4.0
74,3.0
75,5.0
76,5.0
77,2.0
78,5.0
79,2.0
80,0.0
81,4.0
82,5.0
83,4.0
84,4.0
85,3.0
86,3.0
87,3.0
88,0.0
89,3.0
90,5.0
91,4.0
92,5.0
93,5.0
94,3.0
95,3.0
96,5.0
97,5.0
98,5.0
99,6.0
100,6.0
101,6.0
102,4.0
103,6.0
104,4.0
105,10.0
106,6.0
107,7.0
108,4.0
109,8.0
110,4.0
111,2.0
112,5.0
113,9.0
114,7.0
115,6.0
116,8.0
117,5.0
118,5.0
119,5.0
120,8.0
121,4.0
122,5.0
123,6.0
124,5.0
125,4.0
126,3.0
127,5.0
128,5.0
129,3.0
130,1.0
131,3.0
132,2.0
133,3.0
134,9.0
135,4.0
136,12.0
137,3.0
138,2.0
139,4.0
140,5.0
141,5.0
142,4.0
143,4.0
144,3.0
145,1.0
146,0.0
147,3.0
148,4.0
149,5.0
150,1.0
151,5.0
152,4.0
153,1.0
154,7.0
155,2.0
156,6.0
157,2.0
158,3.0
159,4.0
160,5.0
161,4.0
162,2.0
163,1.0
164,1.0
165,0.0
166,1.0
167,2.0
168,2.0
169,2.0
170,1.0
171,0.0
172,1.0
173,3.0
174,1.0
175,2.0
176,3.0
177,0.0
178,1.0
179,0.0
180,1.0
181,2.0
182,3.0
183,1.0
184,1.0
185,4.0
186,1.0
187,1.0
188,2.0
189,2.0
190,2.0
191,0.0
192,2.0
193,1.0
194,3.0
195,2.0
196,2.0
197,4.0
198,0.0
199,2.0
200,5.0
201,0.0
202,2.0
203,2.0
204,3.0
205,2.0
206,3.0
207,3.0
208,1.0
209,3.0
210,4.0
211,1.0
212,2.0
213,0.0
214,2.0
215,2.0
216,4.0
217,3.0
218,1.0
219,2.0
220,1.0
221,2.0
222,3.0
223,3.0
224,5.0
225,3.0
226,0.0
227,1.0
228,1.0
229,2.0
230,3.0
231,2.0
232,3.0
233,1.0
234,0.0
235,2.0
236,3.0
237,3.0
238,2.0
239,3.0
240,2.0
241,0.0
242,1.0
243,5.0
244,5.0
245,2.0
246,1.0
247,2.0
248,2.0
249,1.0
250,5.0
251,1.0
252,3.0
253,2.0
254,2.0
255,3.0
256,0.0
257,6.0
258,0.0
259,3.0
260,4.0
261,1.0
262,5.0
263,4.0
264,0.0
265,1.0
266,5.0
267,3.0
268,2.0
269,0.0
270,4.0
271,1.0
272,3.0
273,0.0
274,3.0
275,3.0
276,3.0
277,3.0
278,1.0
279,1.0
280,3.0
281,2.0
282,4.0
283,3.0
284,1.0
285,4.0
286,4.0
287,0.0
288,2.0
289,2.0
290,2.0
291,2.0
292,0.0
293,4.0
294,0.0
295,1.0
296,1.0
297,0.0
298,4.0
299,1.0
300,5.0
301,1.0
302,3.0
303,3.0
304,1.0
305,2.0
306,2.0
307,2.0
308,2.0
309,1.0
310,1.0
311,2.0
312,1.0
313,2.0
314,0.0
315,1.0
316,5.0
317,2.0
318,1.0
319,2.0
320,2.0
321,3.0
322,1.0
323,2.0
324,1.0
325,1.0
326,1.0
327,2.0
328,4.0
329,0.0
330,1.0
331,2.0
332,0.0
333,2.0
334,3.0
335,0.0
336,1.0
337,0.0
338,5.0
339,1.0
340,0.0
341,4.0
342,0.0
343,4.0
344,2.0
345,1.0
346,1.0
347,1.0
348,4.0
349,2.0
350,3.0
351,2.0
352,3.0
353,3.0
354,1.0
355,1.0
356,4.0
357,2.0
358,4.0
359,2.0
360,0.0
361,3.0
362,4.0
363,2.0
364,2.0
365,2.0
366,3.0
367,1.0
368,3.0
369,1.0
370,2.0
371,2.0
372,2.0
373,2.0
374,1.0
375,1.0
376,2.0
377,2.0
378,4.0
379,3.0
380,2.0
381,4.0
382,4.0
383,2.0
384,3.0
385,2.0
386,1.0
387,2.0
388,2.0
389,3.0
390,3.0
391,1.0
392,2.0
393,3.0
394,3.0
395,0.0
396,1.0
397,2.0
398,1.0
399,1.0
400,5.0
